GDG,question_id,included_article_id,included_postfulltext,included_reference,same_study_diff_article,notes,author_1_extract,year_pub_extract,author_year_format,included_article_doi,included_article_pmid,oa_id,ss_id,title_if_unavailable,title,pmid_sent,doi_sent
4.0,4.4,875,111.0,"Ganie, M.A., et al., Comparison of efficacy of spironolactone with metformin in the management of polycystic ovary syndrome: an open‐labeled study. The Journal of clinical endocrinology and metabolism, 2004. 89(6): p. 2756‐62. ",primary_citation,,Ganie,2004,"Ganie et al., 2004",10.1210/jc.2003-031780,,,,,Comparison of Efficacy of Spironolactone with Metformin in the Management of Polycystic Ovary Syndrome: An Open-Labeled Study,pmid:15181054,10.1210/jc.2003-031780
4.0,4.4,876,111.0,"Ganie, M.A., et al., Improved efficacy of low‐dose spironolactone and metformin combination than either drug alone in the management of women with polycystic ovary syndrome (PCOS): a six‐month, open‐label randomized study. Journal of Clinical Endocrinology & Metabolism, 2013. 98(9): p. 3599‐607. ",primary_citation,,Ganie,2013,"Ganie et al., 2013",10.1210/jc.2013-1040,,,,,"Improved Efficacy of Low-Dose Spironolactone and Metformin Combination Than Either Drug Alone in the Management of Women With Polycystic Ovary Syndrome (PCOS): A Six-Month, Open-Label Randomized Study",pmid:23846820,10.1210/jc.2013-1040
4.0,4.4,877,111.0,"Mazza, A., et al., In PCOS patients the addition of low‐dose spironolactone induces a more marked reduction of clinical and biochemical hyperandrogenism than metformin alone. Nutrition Metabolism & Cardiovascular Diseases, 2014. 24(2): p. 132‐9. ",primary_citation,,Mazza,2014,"Mazza et al., 2014",10.1016/j.numecd.2013.04.016,,,,,In PCOS patients the addition of low-dose spironolactone induces a more marked reduction of clinical and biochemical hyperandrogenism than metformin alone,pmid:23845740,10.1016/j.numecd.2013.04.016
4.0,4.4,878,111.0,"Diri, H.; Bayram, F.; Simsek, Y.; Caliskan, Z.; Kocer, D. Comparison of Finasteride, Metformin, and Finasteride Plus Metformin in Pcos. Acta Endocrinol (Buchar) Jan-Mar 2017;13(1):84-89",primary_citation,,Diri,2017,"Diri et al., 2017",10.4183/aeb.2017.84,,,,,"Comparison of Finasteride, Metformin, and Finasteride Plus Metformin in PCOS",pmid:31149153,10.4183/aeb.2017.84
4.0,4.4,879,111.0,"Prabhakar, Priyanka; Mahey, Reeta; Gupta, Monica; Khadgawat, Rajesh; Kachhawa, Garima; Sharma, Jai Bhagwan; Vanamail, Perumal; Kumari, Rajesh; Bhatla, Neerja. Impact of myoinositol with metformin and myoinositol alone in infertile PCOS women undergoing ovulation induction cycles - randomized controlled trial. Gynecological endocrinology: the official journal of the International Society of Gynecological Endocrinology 2021",primary_citation,,Prabhakar,2021,"Prabhakar et al., 2021",10.1080/09513590.2020.1810657,,,,,Impact of myoinositol with metformin and myoinositol alone in infertile PCOS women undergoing ovulation induction cycles - randomized controlled trial,pmid:32945218,10.1080/09513590.2020.1810657
4.0,4.4,880,111.0,"Jensterle M, Kravos N, Goricar K, Janez J. Short-term effectiveness of low dose liraglutide in combination with metformin versus high dose liraglutide alone in treatment of obese PCOS : randomized trial. BMC Endocrine Disorders 17:5, 2017. ",primary_citation,,Jensterle M,2017,"Jensterle M et al., 2017",10.1186/s12902-017-0155-9,,,,,Short-term effectiveness of low dose liraglutide in combination with metformin versus high dose liraglutide alone in treatment of obese PCOS: randomized trial,pmid:28143456,10.1186/s12902-017-0155-9
4.0,4.4,881,111.0,"Cai, Meili; Shao, Xiaowen; Xing, Feng; Zhang, Yuqin; Gao, Xinyu; Zeng, Qiongjing; Dilimulati, Diliqingna; Qu, Shen; Zhang, Manna. Efficacy of canagliflozin versus metformin in women with polycystic ovary syndrome: A randomized, open-label, noninferiority trial. Diabetes, obesity & metabolism 2022",primary_citation,,Cai,2022,"Cai et al., 2022",10.1111/dom.14583,,,,,"Efficacy of canagliflozin versus metformin in women with polycystic ovary syndrome: A randomized, open‐label, noninferiority trial",pmid:34726324,10.1111/dom.14583
4.0,4.4,882,111.0,"Elkind-Hirsch, Karen E.; Paterson, Martha S.; Seidemann, Ericka L.; Gutowski, Hanh C. Short-term therapy with combination dipeptidyl peptidase-4 inhibitor saxagliptin/metformin extended release (XR) is superior to saxagliptin or metformin XR monotherapy in prediabetic women with polycystic ovary syndrome: a single-blind, randomized, pilot study, Fertility & Sterility 2017",primary_citation,,Elkind-Hirsch,2017,"Elkind-Hirsch et al., 2017",10.1016/j.fertnstert.2016.09.023,,,,,"Short-term therapy with combination dipeptidyl peptidase-4 inhibitor saxagliptin/metformin extended release (XR) is superior to saxagliptin or metformin XR monotherapy in prediabetic women with polycystic ovary syndrome: a single-blind, randomized, pilot study",pmid:28228317,10.1016/j.fertnstert.2016.09.023
4.0,4.4,883,111.0,"Javed, Z.; Papageorgiou, M.; Deshmukh, H.; Rigby, A. S.; Qamar, U.; Abbas, J.; Khan, A. Y.; Kilpatrick, E. S.; Atkin, S. L.; Sathyapalan, T. Effects of empagliflozin on metabolic parameters in polycystic ovary syndrome: a randomized controlled study. Clinical endocrinology 2019 ",primary_citation,,Javed,2019,"Javed et al., 2019",10.1111/cen.13968,,,,,Effects of empagliflozin on metabolic parameters in polycystic ovary syndrome: A randomized controlled study,pmid:30866088,10.1111/cen.13968
4.0,4.4,884,111.0,"Li, Y.; Tan, J.; Wang, Q.; Duan, C.; Hu, Y.; Huang, W. Comparing the individual effects of metformin and rosiglitazone and their combination in obese women with polycystic ovary syndrome: a randomized controlled trial. Fertility and sterility 2020 ",primary_citation,,Li,2020,"Li et al., 2020",10.1016/j.fertnstert.2019.09.011,,,,,Comparing the individual effects of metformin and rosiglitazone and their combination in obese women with polycystic ovary syndrome: a randomized controlled trial,pmid:31718828,10.1016/j.fertnstert.2019.09.011
4.0,4.4,885,111.0,"Cetinkalp, S., Karadeniz, M., Erdogan, M., Ozgen, G., Saygl, F. and Ylmaz, C. 2009 The effects of rosiglitazone, metformin, and estradiol‐cyproterone acetate on lean patients with polycystic ovary syndrome. Endocrinologist. 2009 ",primary_citation,,Cetinkalp,2009,"Cetinkalp et al., 2009",10.1097/ten.0b013e3181a58772,,,,,"The Effects of Rosiglitazone, Metformin, and Estradiol-Cyproterone Acetate on Lean Patients With Polycystic Ovary Syndrome",,10.1097/ten.0b013e3181a58772
4.0,4.4,886,111.0,"Sangeeta, S. 2012 Metformin and pioglitazone in polycystic ovarian syndrome: A comparative study. Journal of Obstetrics and Gynecology of India.",primary_citation,,Sangeeta,2012,"Sangeeta et al., 2012",10.1007/s13224-012-0183-3,,,,,Metformin and Pioglitazone in Polycystic Ovarian Syndrome: A Comparative Study,pmid:24082557,10.1007/s13224-012-0183-3
4.0,4.4,887,111.0,"Mohiyiddeen L, Watson AJ, Apostolopoulos NV, Berry R, Alexandraki KI, Jude EB. Effects of low-dose metformin and rosiglitazone on biochemical, clinical, metabolic and biophysical outcomes in polycystic ovary syndrome. J Obstet Gynaecol. 2013 ",primary_citation,,Mohiyiddeen L,2013,"Mohiyiddeen L et al., 2013",10.3109/01443615.2012.745839,,,,,"Effects of low-dose metformin and rosiglitazone on biochemical, clinical, metabolic and biophysical outcomes in polycystic ovary syndrome",pmid:23445141,10.3109/01443615.2012.745839
4.0,4.4,888,111.0,"Naka KK, Kalantaridou SN, Kravariti M, et al. Effect of the insulin sensitizers metformin and pioglitazone on endothelial function in young women with polycystic ovary syndrome: a prospective randomized study. Fertil Steril. 2011",primary_citation,,Naka KK,2011,"Naka KK et al., 2011",10.1016/j.fertnstert.2010.06.058,,,,,Effect of the insulin sensitizers metformin and pioglitazone on endothelial function in young women with polycystic ovary syndrome: a prospective randomized study,pmid:20684955,10.1016/j.fertnstert.2010.06.058
4.0,4.4,889,111.0,"Ortega-González C, Luna S, Hernández L, et al. Responses of serum androgen and insulin resistance to metformin and pioglitazone in obese, insulin-resistant women with polycystic ovary syndrome. J Clin Endocrinol Metab. 2005",primary_citation,,Ortega-González C,2005,"Ortega-González C et al., 2005",10.1210/jc.2004-1965,,,,,"Responses of Serum Androgen and Insulin Resistance to Metformin and Pioglitazone in Obese, Insulin-Resistant Women with Polycystic Ovary Syndrome",pmid:15598674,10.1210/jc.2004-1965
4.0,4.4,890,111.0,"Shahebrahimi K, Jalilian N, Bazgir N, Rezaei M. Comparison clinical and metabolic effects of metformin and pioglitazone in polycystic ovary syndrome. Indian J Endocrinol Metab. 2016 ",primary_citation,,Shahebrahimi K,2016,"Shahebrahimi K et al., 2016",10.4103/2230-8210.192925,,,,,Comparison clinical and metabolic effects of metformin and pioglitazone in polycystic ovary syndrome,pmid:27867884,10.4103/2230-8210.192925
4.0,4.4,891,111.0,"Sohrevardi SM, Nosouhi F, Hossein Khalilzade S, et al. Evaluating the effect of insulin sensitizers metformin and pioglitazone alone and in combination on women with polycystic ovary syndrome: an RCT. Int J Reprod Biomed. 2016 (added from SR)",primary_citation,,Sohrevardi SM,2016,"Sohrevardi SM et al., 2016",10.29252/ijrm.14.12.743,,,,,Evaluating the effect of insulin sensitizers metformin and pioglitazone alone and in combination on women with polycystic ovary syndrome: An RCT,pmid:28331909,10.29252/ijrm.14.12.743
4.0,4.4,892,111.0,"Ahmad J, Shukla N, Khan AR, Ahmed F, Siddiqui MA. Comparisonof metabolic effects of metformin and rosiglitazone in the man-agement of polycystic ovary syndrome (PCOS): A prospective,parallel, randomized, open‐label study.Diabetes  Metab  Syndr:  ClinRes Rev. 2008 ",primary_citation,,Ahmad J,2008,"Ahmad J et al., 2008",10.1016/j.dsx.2007.12.003,,,,,"Comparison of metabolic effects of metformin and rosiglitazone in the management of polycystic ovary syndrome (PCOS): A prospective, parallel, randomized, open-label study",,10.1016/j.dsx.2007.12.003
4.0,4.4,893,111.0,"Cho LW, Kilpatrick ES, Keevil BG, Coady AM, Atkin SL. Effect of metformin, orlistat and pioglitazone treatment on mean insulinresistance and its biological variability in polycystic ovary syn-drome.Clin Endocrinol. 2009",primary_citation,,Cho LW,2009,"Cho LW et al., 2009",10.1111/j.1365-2265.2008.03309.x,,,,,"Effect of metformin, orlistat and pioglitazone treatment on mean insulin resistance and its biological variability in polycystic ovary syndrome",pmid:18547343,10.1111/j.1365-2265.2008.03309.x
4.0,4.4,894,111.0,"Jensterle (1) M, Janez A, Mlinar B, Marc J, Prezelj J, Pfeifer M. Impact of metformin and rosiglitazone treatment on glucose transporter 4mRNA expression in women with polycystic ovary syndrome. EurJ Endocrinol. 2008 ",primary_citation,,Jensterle (1) M,2008,"Jensterle (1) M et al., 2008",10.1530/eje-07-0857,,,,,Impact of metformin and rosiglitazone treatment on glucose transporter 4 mRNA expression in women with polycystic ovary syndrome.,pmid:18322300,10.1530/eje-07-0857
4.0,4.4,895,111.0,"Jensterle (2) M, Sebestjen M, Janez A, et al. Improvement of endothelial function with metformin and rosiglitazone treatment inwomen with polycystic ovary syndrome. Eur  J  Endocrinol. 2008 ",primary_citation,,Jensterle (2) M,2008,"Jensterle (2) M et al., 2008",10.1530/eje-08-0507,,,,,Improvement of endothelial function with metformin and rosiglitazone treatment in women with polycystic ovary syndrome,pmid:18653546,10.1530/eje-08-0507
4.0,4.4,896,111.0,"Kilicdag EB, Bagis T, Zeyneloglu HB, et al. Homocysteine levels in women with polycystic ovary syndrome treated with metformin versus rosiglitazone: a randomized study. Hum Reprod. 2005",primary_citation,,Kilicdag EB,2005,"Kilicdag EB et al., 2005",10.1093/humrep/deh700,,,,,Homocysteine levels in women with polycystic ovary syndrome treated with metformin versus rosiglitazone: a randomized study,pmid:15618250,10.1093/humrep/deh700
4.0,4.4,897,111.0,"Steiner CA, Janez A, Jensterle M, Reisinger K, Forst T, Pfützner A. Impact of treatment with rosiglitazone or metformin on biomarkers for insulin resistance and metabolic syndrome in patients with polycystic ovary syndrome. J Diabetes Sci Technol. 2007",primary_citation,,Steiner CA,2007,"Steiner CA et al., 2007",10.1177/193229680700100212,,,,,Impact of Treatment with Rosiglitazone or Metformin on Biomarkers for Insulin Resistance and Metabolic Syndrome in Patients with Polycystic Ovary Syndrome,pmid:19888409,10.1177/193229680700100212
4.0,4.5,898,17.0,"Elkind-Hirsch, K. E., Chappell, N., Seidemann, E., Storment, J., & Bellanger, D. (2021). Exenatide, Dapagliflozin, or Phentermine/Topiramate Differentially Affect Metabolic Profiles in Polycystic Ovary Syndrome. The Journal of clinical endocrinology and metabolism, 106(10), 3019-3033. doi:https://dx.doi.org/10.1210/clinem/dgab408
",primary_citation,,Elkind-Hirsch,2021,"Elkind-Hirsch et al., 2021",10.1210/clinem/dgab408,,,,,"Exenatide, Dapagliflozin, or Phentermine/Topiramate Differentially Affect Metabolic Profiles in Polycystic Ovary Syndrome",pmid:34097062,10.1210/clinem/dgab408
4.0,4.5,899,17.0,"Elkind-Hirsch, K. E., Chappell, N., Shaler, D., Storment, J., & Bellanger, D. (2022). Liraglutide 3 mg on weight, body composition, and hormonal and metabolic parameters in women with obesity and polycystic ovary syndrome: a randomized placebo-controlled-phase 3 study. Fertility and Sterility(evf, 0372772). doi:https://dx.doi.org/10.1016/j.fertnstert.2022.04.027",primary_citation,,Elkind-Hirsch,2022,"Elkind-Hirsch et al., 2022",10.1016/j.fertnstert.2022.04.027,,,,,"Liraglutide 3 mg on weight, body composition, and hormonal and metabolic parameters in women with obesity and polycystic ovary syndrome: a randomized placebo-controlled-phase 3 study",pmid:35710599,10.1016/j.fertnstert.2022.04.027
4.0,4.5,900,17.0,"Gu, M., Ruan, X., Li, Y., Li, T., Yin, C., & Mueck, A. O. (2022). Effect on the cardiovascular independent risk factor lipoprotein(a) in overweight or obese PCOS patients with ethinyl-estradiol/drospirenone alone or plus orlistat. Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology, 38(7), 598-602. doi:https://dx.doi.org/10.1080/09513590.2022.2078805",primary_citation,,Gu,2022,"Gu et al., 2022",10.1080/09513590.2022.2078805,,,,,Effect on the cardiovascular independent risk factor lipoprotein(a) in overweight or obese PCOS patients with ethinyl-estradiol/drospirenone alone or plus orlistat,pmid:35616272,10.1080/09513590.2022.2078805
4.0,4.5,901,17.0,"Jensterle, M., Ferjan, S., Vovk, A., Battelino, T., Rizzo, M., & Janez, A. (2021). Semaglutide reduces fat accumulation in the tongue: A randomized single-blind, pilot study. Diabetes Research and Clinical Practice, 178(ebi, 8508335), 108935. doi:https://dx.doi.org/10.1016/j.diabres.2021.108935",primary_citation,,Jensterle,2021,"Jensterle et al., 2021",10.1016/j.diabres.2021.108935,,,,,"Semaglutide reduces fat accumulation in the tongue: A randomized single-blind, pilot study",pmid:34217774,10.1016/j.diabres.2021.108935
4.0,4.5,902,17.0,"Ma, R.-L., Deng, Y., Wang, Y.-F., Zhu, S.-Y., Ding, X.-S., & Sun, A.-J. (2021). Short-term combined treatment with exenatide and metformin for overweight/obese women with polycystic ovary syndrome. Chinese Medical Journal, 134(23), 2882-2889. doi:https://dx.doi.org/10.1097/CM9.0000000000001712",primary_citation,,Ma,2021,"Ma et al., 2021",10.1097/cm9.0000000000001712,,,,,Short-term combined treatment with exenatide and metformin for overweight/obese women with polycystic ovary syndrome,pmid:34732660,10.1097/cm9.0000000000001712
4.0,4.5,903,17.0,"Moini, A., Kanani, M., Kashani, L., Hosseini, R., & Hosseini, L. (2015). Effect of orlistat on weight loss, hormonal and metabolic profiles in women with polycystic ovarian syndrome: a randomized double-blind placebo-controlled trial. Endocrine, 49(1), 286-289. doi:https://dx.doi.org/10.1007/s12020-014-0426-4",primary_citation,,Moini,2015,"Moini et al., 2015",10.1007/s12020-014-0426-4,,,,,"Effect of orlistat on weight loss, hormonal and metabolic profiles in women with polycystic ovarian syndrome: a randomized double-blind placebo-controlled trial",pmid:25294011,10.1007/s12020-014-0426-4
4.0,4.5,904,17.0,"Tao, T., Zhang, Y., Zhu, Y.-C., Fu, J.-R., Wang, Y.-Y., Cai, J., . . . Liu, W. (2021). Exenatide, Metformin, or Both for Prediabetes in PCOS: A Randomized, Open-label, Parallel-group Controlled Study. The Journal of clinical endocrinology and metabolism, 106(3), e1420-e1432. doi:https://dx.doi.org/10.1210/clinem/dgaa692",primary_citation,,Tao,2021,"Tao et al., 2021",10.1210/clinem/dgaa692,,,,,"Exenatide, Metformin, or Both for Prediabetes in PCOS: A Randomized, Open-label, Parallel-group Controlled Study",pmid:32995892,10.1210/clinem/dgaa692
4.0,4.5,905,17.0,"Liu, X., Zhang, Y., Zheng, S.-Y., Lin, R., Xie, Y.-J., Chen, H., . . . Gong, Y. (2017). Efficacy of exenatide on weight loss, metabolic parameters and pregnancy in overweight/obese polycystic ovary syndrome. Clinical Endocrinology, 87(6), 767-774. doi:https://dx.doi.org/10.1111/cen.13454 (primary citation)",primary_citation,,Liu,2017,"Liu et al., 2017",10.1111/cen.13454,,,,,"Efficacy of exenatide on weight loss, metabolic parameters and pregnancy in overweight/obese polycystic ovary syndrome",pmid:28834553,10.1111/cen.13454
4.0,4.5,906,17.0,"Li, R., Mai, T., Zheng, S., & Zhang, Y. (2022). Effect of metformin and exenatide on pregnancy rate and pregnancy outcomes in overweight or obese infertility PCOS women: long-term follow-up of an RCT. Archives of Gynecology and Obstetrics(6ys, 8710213). doi:https://dx.doi.org/10.1007/s00404-022-06700-3",samestudy_905,,Li,2022,"Li et al., 2022",10.1007/s00404-022-06700-3,,,,,Effect of metformin and exenatide on pregnancy rate and pregnancy outcomes in overweight or obese infertility PCOS women: long-term follow-up of an RCT,pmid:35829765,10.1007/s00404-022-06700-3
4.0,4.5,907,17.0,"Nylander, M., Frossing, S., Kistorp, C., Faber, J., & Skouby, S. O. (2017). Liraglutide in polycystic ovary syndrome: a randomized trial, investigating effects on thrombogenic potential. Endocrine connections, 6(2), 89-99. doi:https://dx.doi.org/10.1530/EC-16-0113 (primary citation)",primary_citation,,Nylander,2017,"Nylander et al., 2017",10.1530/ec-16-0113,,,,,"Liraglutide in polycystic ovary syndrome: a randomized trial, investigating effects on thrombogenic potential",pmid:28119323,10.1530/ec-16-0113
4.0,4.5,908,17.0,"Nylander, M., Frossing, S., Clausen, H. V., Kistorp, C., Faber, J., & Skouby, S. O. (2017). Effects of liraglutide on ovarian dysfunction in polycystic ovary syndrome: a randomized clinical trial. Reproductive Biomedicine Online, 35(1), 121-127. doi:https://dx.doi.org/10.1016/j.rbmo.2017.03.023",samestudy_907,,Nylander,2017,"Nylander et al., 2017",10.1016/j.rbmo.2017.03.023,,,,,Effects of liraglutide on ovarian dysfunction in polycystic ovary syndrome: a randomized clinical trial,pmid:28479118,10.1016/j.rbmo.2017.03.023
4.0,4.5,909,17.0,"Frossing, S., Nylander, M., Chabanova, E., Frystyk, J., Holst, J. J., Kistorp, C., . . . Faber, J. (2018). Effect of liraglutide on ectopic fat in polycystic ovary syndrome: A randomized clinical trial. Diabetes, Obesity & Metabolism, 20(1), 215-218. doi:https://dx.doi.org/10.1111/dom.13053",samestudy_907,,Frossing,2018,"Frossing et al., 2018",10.1111/dom.13053,,,,,Effect of liraglutide on ectopic fat in polycystic ovary syndrome: <scp>A</scp> randomized clinical trial,pmid:28681988,10.1111/dom.13053
4.0,4.5,910,17.0,"Frossing, S., Nylander, M., Kistorp, C., Skouby, S. O., & Faber, J. (2018). Effect of liraglutide on atrial natriuretic peptide, adrenomedullin, and copeptin in PCOS. Endocrine connections, 7(1), 115-123. doi:https://dx.doi.org/10.1530/EC-17-0327",samestudy_907,,Frossing,2018,"Frossing et al., 2018",10.1530/ec-17-0327,,,,,"Effect of liraglutide on atrial natriuretic peptide, adrenomedullin, and copeptin in PCOS",pmid:29295870,10.1530/ec-17-0327
4.0,4.5,911,17.0,"Song, J., Ruan, X., Gu, M., Wang, L., Wang, H., & Mueck, A. O. (2018). Effect of orlistat or metformin in overweight and obese polycystic ovary syndrome patients with insulin resistance. Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology, 34(5), 413-417. doi:https://dx.doi.org/10.1080/09513590.2017.1407752 (primary citation)",primary_citation,,Song,2018,"Song et al., 2018",10.1080/09513590.2017.1407752,,,,,Effect of orlistat or metformin in overweight and obese polycystic ovary syndrome patients with insulin resistance,pmid:29172796,10.1080/09513590.2017.1407752
4.0,4.5,912,17.0,"Ruan, X., Song, J., Gu, M., Wang, L., Wang, H., & Mueck, A. O. (2018). Effect of Diane-35, alone or in combination with orlistat or metformin in Chinese polycystic ovary syndrome patients. Archives of Gynecology and Obstetrics, 297(6), 1557-1563. doi:https://dx.doi.org/10.1007/s00404-018-4762-0",samestudy_911,,Ruan,2018,"Ruan et al., 2018",10.1007/s00404-018-4762-0,,,,,"Effect of Diane-35, alone or in combination with orlistat or metformin in Chinese polycystic ovary syndrome patients",pmid:29602978,10.1007/s00404-018-4762-0
4.0,4.5,913,17.0,"Zheng, S., Zhang, Y., Long, T., Lu, J., Liu, X., Yan, J., . . . Wang, F. (2017). Short term monotherapy with exenatide is superior to metformin in weight loss, improving insulin resistance and inflammation in Chinese overweight/obese PCOS women. Obesity Medicine, 7, 15-20. doi:https://doi.org/10.1016/j.obmed.2017.06.003 (primary citation)",primary_citation,,Zheng,2017,"Zheng et al., 2017",10.1016/j.obmed.2017.06.003,,,,,"Short term monotherapy with exenatide is superior to metformin in weight loss, improving insulin resistance and inflammation in Chinese overweight/obese PCOS women",,10.1016/j.obmed.2017.06.003
4.0,4.5,914,17.0,"Zheng, S., Liu, E., Zhang, Y., Long, T., Liu, X., Gong, Y., . . . Wang, F. (2019). Circulating zinc-alpha2-glycoprotein is reduced in women with polycystic ovary syndrome, but can be increased by exenatide or metformin treatment. Endocrine Journal, 66(6), 555-562. doi:https://dx.doi.org/10.1507/endocrj.EJ18-0153",samestudy_913,,Zheng,2019,"Zheng et al., 2019",10.1507/endocrj.ej18-0153,,,,,"Circulating zinc-α2-glycoprotein is reduced in women with polycystic ovary syndrome, but can be increased by exenatide or metformin treatment",pmid:30918134,10.1507/endocrj.ej18-0153
4.0,4.6,915,26.0,"Alpañés M, Álvarez-Blasco F, Fernández-Durán E, Luque-Ramírez M, Escobar-Morreale HF. Combined oral contraceptives plus spironolactone compared with metformin in women with polycystic ovary syndrome: a one-year randomized clinical trial. European journal of endocrinology / European Federation of Endocrine Societies 2017;177(5):399-408. doi: 10.1530/EJE-17-0516.",primary_citation,,Alpañés M,2017,"Alpañés M et al., 2017",10.1530/eje-17-0516,,,,,Combined oral contraceptives plus spironolactone compared with metformin in women with polycystic ovary syndrome: a one-year randomized clinical trial,pmid:28912358,10.1530/eje-17-0516
4.0,4.6,916,26.0,"Amiri M, Golsorkhtabaramiri M, Esmaeilzadeh S, Ghofrani F, Bijani A, Ghorbani L, Delavar MA. Effect of Metformin and Flutamide on Anthropometric Indices and Laboratory Tests in Obese/Overweight PCOS Women under Hypocaloric Diet. J Reprod Infertil 2014;15(4):205-13.",primary_citation,,Amiri M,2014,"Amiri M et al., 2014",,25473629.0,W2141923412,2675980.0,,Effect of Metformin and Flutamide on Anthropometric Indices and Laboratory Tests in Obese/Overweight PCOS Women under Hypocaloric Diet.,pmid:25473629,
4.0,4.6,917,26.0,"Burchall GF, Piva TJ, Ranasinha S, Teede HJ. Differential Effects on Haemostatic Markers by Metformin and the Contraceptive Pill: A Randomized Comparative Trial in PCOS. Thromb Haemost 2017;117(11):2053-62. doi: 10.1160/TH17-04-0248.",primary_citation,,Burchall GF,2017,"Burchall GF et al., 2017",10.1160/th17-04-0248,,,,,Differential Effects on Haemostatic Markers by Metformin and the Contraceptive Pill: A Randomized Comparative Trial in PCOS,pmid:29202210,10.1160/th17-04-0248
4.0,4.6,918,26.0,"de Zegher F, Diaz M, Villarroya J, Cairo M, Lopez-Bermejo A, Villarroya F, Ibanez L. The relative deficit of GDF15 in adolescent girls with PCOS can be changed into an abundance that reduces liver fat. Sci Rep 2021;11(1):7018. doi: 10.1038/s41598-021-86317-9.",primary_citation,,de Zegher F,2021,"de Zegher F et al., 2021",10.1038/s41598-021-86317-9,,,,,The relative deficit of GDF15 in adolescent girls with PCOS can be changed into an abundance that reduces liver fat,pmid:33782413,10.1038/s41598-021-86317-9
4.0,4.6,919,26.0,"Diaz M, Gallego-Escuredo JM, Lopez-Bermejo A, de Zegher F, Villarroya F, Ibanez L. Low-Dose Spironolactone-Pioglitazone-Metformin Normalizes Circulating Fetuin-A Concentrations in Adolescent Girls with Polycystic Ovary Syndrome. Int J Endocrinol 2018;2018:4192940. doi: 10.1155/2018/4192940.",primary_citation,,Diaz M,2018,"Diaz M et al., 2018",10.1155/2018/4192940,,,,,Low-Dose Spironolactone-Pioglitazone-Metformin Normalizes Circulating Fetuin-A Concentrations in Adolescent Girls with Polycystic Ovary Syndrome,pmid:30123261,10.1155/2018/4192940
4.0,4.6,920,26.0,"Falsetti L, De Fusco D, Eleftheriou G, Rosina B. Treatment of hirsutism by finasteride and flutamide in women with polycystic ovary syndrome. Gynecol Endocrinol 1997;11(4):251-7. doi: 10.3109/09513599709152542.",primary_citation,,Falsetti L,1997,"Falsetti L et al., 1997",10.3109/09513599709152542,,,,,Treatment of hirsutism by finasteride and flutamide in women with polycystic ovary syndrome,pmid:9272421,10.3109/09513599709152542
4.0,4.6,921,26.0,"Falsetti L, Gambera A, Legrenzi L, Iacobello C, Bugari G. Comparison of finasteride versus flutamide in the treatment of hirsutism. Eur J Endocrinol 1999;141(4):361-7. doi: 10.1530/eje.0.1410361.",primary_citation,,Falsetti L,1999,"Falsetti L et al., 1999",10.1530/eje.0.1410361,,,,,RETRACTED: Comparison of finasteride versus flutamide in the treatment of hirsutism,pmid:10526249,10.1530/eje.0.1410361
4.0,4.6,922,26.0,"Gambineri A, Patton L, Vaccina A, Cacciari M, Morselli-Labate AM, Cavazza C, Pagotto U, Pasquali R. Treatment with flutamide, metformin, and their combination added to a hypocaloric diet in overweight-obese women with polycystic ovary syndrome: a randomized, 12-month, placebo-controlled study. J Clin Endocrinol Metab 2006;91(10):3970-80. doi: 10.1210/jc.2005-2250.",primary_citation,,Gambineri A,2006,"Gambineri A et al., 2006",10.1210/jc.2005-2250,,,,,"Treatment with Flutamide, Metformin, and Their Combination Added to a Hypocaloric Diet in Overweight-Obese Women with Polycystic Ovary Syndrome: A Randomized, 12-Month, Placebo-Controlled Study",pmid:16868063,10.1210/jc.2005-2250
4.0,4.6,923,26.0,"Gambineri, A.; Pelusi, C.; Genghini, S.; Morselli-Labate, A.M.; Cacciari, M.; Pagotto, U.; Pasquali, R. Effect of flutamide and metformin administered alone or in combination in dieting obese women with polycystic ovary syndrome. Clin Endocrinol (Oxf) 2004, 60, 241-249, doi:10.1111/j.1365-2265.2004.01973.x.",primary_citation,,Gambineri,2004,"Gambineri et al., 2004",10.1111/j.1365-2265.2004.01973.x,,,,,Effect of flutamide and metformin administered alone or in combination in dieting obese women with polycystic ovary syndrome,pmid:14725687,10.1111/j.1365-2265.2004.01973.x
4.0,4.6,924,26.0,"Gambineri A, Pelusi C, Genghini S, Morselli-Labate AM, Cacciari M, Pagotto U, Pasquali R. Effect of flutamide and metformin administered alone or in combination in dieting obese women with polycystic ovary syndrome. Clin Endocrinol (Oxf) 2004;60(2):241-9. doi: 10.1111/j.1365-2265.2004.01973.x",primary_citation,,Gambineri A,2004,"Gambineri A et al., 2004",10.1111/j.1365-2265.2004.01973.x,,,,,Effect of flutamide and metformin administered alone or in combination in dieting obese women with polycystic ovary syndrome,pmid:14725687,10.1111/j.1365-2265.2004.01973.x
